probe:18:31:20.09, resp:18:31:20.43, diff:+0.33
probe:19:10:10.11, resp:19:10:12.14, diff:+2.02
probe:19:10:15.11, resp:19:10:17.14, diff:+2.02
probe:19:10:20.11, resp:19:10:22.15, diff:+2.03
probe:19:10:25.11, resp:19:10:27.15, diff:+2.03
probe:19:10:30.11, resp:19:10:32.16, diff:+2.04
probe:19:10:35.11, resp:19:10:37.16, diff:+2.04
probe:19:10:40.11, resp:19:10:42.16, diff:+2.04
probe:19:10:45.11, resp:19:10:47.17, diff:+2.05
probe:19:10:50.11, resp:19:10:52.17, diff:+2.05
probe:19:10:55.11, resp:19:10:57.18, diff:+2.06
probe:19:11:00.11, resp:19:11:02.18, diff:+2.06
probe:19:11:05.11, resp:19:11:07.18, diff:+2.06
probe:19:11:10.11, resp:19:11:12.19, diff:+2.07
probe:19:11:15.11, resp:19:11:17.19, diff:+2.07
probe:19:11:20.11, resp:19:11:22.20, diff:+2.08
probe:19:11:25.11, resp:19:11:27.20, diff:+2.08
probe:19:11:30.11, resp:19:11:32.20, diff:+2.08
probe:19:11:35.11, resp:19:11:37.21, diff:+2.09
probe:19:11:40.11, resp:19:11:42.21, diff:+2.09
probe:19:11:45.11, resp:19:11:47.22, diff:+2.10
probe:19:11:50.11, resp:19:11:52.22, diff:+2.10
probe:19:11:55.11, resp:19:11:57.23, diff:+2.11
probe:19:12:00.11, resp:19:12:02.23, diff:+2.11
probe:19:12:05.11, resp:19:12:07.23, diff:+2.11
probe:19:12:10.11, resp:19:12:12.24, diff:+2.12
probe:19:12:15.11, resp:19:12:17.24, diff:+2.12
probe:19:12:20.11, resp:19:12:22.25, diff:+2.13
probe:19:12:25.11, resp:19:12:27.25, diff:+2.13
probe:19:12:32.42, resp:19:12:32.25, diff:-0.17
probe:19:12:37.42, resp:19:12:37.25, diff:-0.16
probe:19:12:42.42, resp:19:12:42.25, diff:-0.16
probe:19:12:47.42, resp:19:12:47.26, diff:-0.15
probe:19:12:52.42, resp:19:12:52.26, diff:-0.15
probe:19:12:57.42, resp:19:12:57.27, diff:-0.14
probe:19:13:02.42, resp:19:13:02.27, diff:-0.14
probe:19:13:07.42, resp:19:13:07.27, diff:-0.14
probe:19:13:12.42, resp:19:13:12.28, diff:-0.13
probe:19:13:17.42, resp:19:13:17.28, diff:-0.13
probe:19:13:22.42, resp:19:13:22.28, diff:-0.13
probe:19:13:27.42, resp:19:13:27.29, diff:-0.12
probe:19:13:32.42, resp:19:13:32.29, diff:-0.12
probe:19:13:37.42, resp:19:13:37.30, diff:-0.11
probe:19:13:42.42, resp:19:13:42.30, diff:-0.11
probe:19:13:47.42, resp:19:13:47.31, diff:-0.10
probe:19:13:52.42, resp:19:13:52.30, diff:-0.11
probe:19:13:57.42, resp:19:13:57.31, diff:-0.10
probe:19:14:02.42, resp:19:14:02.32, diff:-0.09
probe:19:14:07.42, resp:19:14:07.32, diff:-0.09
probe:19:14:12.42, resp:19:14:12.32, diff:-0.09
probe:19:14:17.43, resp:19:14:17.33, diff:-0.09
probe:19:14:22.43, resp:19:14:22.33, diff:-0.09
probe:19:14:27.43, resp:19:14:27.33, diff:-0.09
probe:19:14:32.43, resp:19:14:32.34, diff:-0.08
probe:19:14:37.43, resp:19:14:37.34, diff:-0.08
probe:19:14:42.43, resp:19:14:42.35, diff:-0.07
probe:19:14:47.43, resp:19:14:47.35, diff:-0.07
probe:19:14:52.43, resp:19:14:52.35, diff:-0.07
probe:19:14:57.43, resp:19:14:57.36, diff:-0.06
probe:19:15:02.43, resp:19:15:02.36, diff:-0.06
probe:19:15:07.43, resp:19:15:07.38, diff:-0.05
probe:19:15:12.43, resp:19:15:12.38, diff:-0.05
probe:19:15:17.43, resp:19:15:17.39, diff:-0.04
probe:19:15:22.43, resp:19:15:22.39, diff:-0.04
probe:19:15:27.43, resp:19:15:27.39, diff:-0.04
probe:19:15:32.43, resp:19:15:32.40, diff:-0.03
probe:19:15:37.43, resp:19:15:37.40, diff:-0.03
probe:19:15:42.43, resp:19:15:42.40, diff:-0.03
probe:19:15:47.43, resp:19:15:47.41, diff:-0.02
probe:19:15:52.43, resp:19:15:52.41, diff:-0.02
probe:19:15:57.43, resp:19:15:57.42, diff:-0.01
probe:19:16:02.43, resp:19:16:02.42, diff:-0.01
probe:19:16:07.43, resp:19:16:07.42, diff:-0.01
probe:19:16:12.43, resp:19:16:12.43, diff:+0.00
probe:19:16:17.43, resp:19:16:17.43, diff:+0.00
probe:19:16:22.43, resp:19:16:22.44, diff:+0.01
probe:19:16:27.43, resp:19:16:27.44, diff:+0.01
probe:19:16:32.43, resp:19:16:32.44, diff:+0.01
probe:19:16:37.43, resp:19:16:37.45, diff:+0.02
probe:19:16:42.43, resp:19:16:42.45, diff:+0.02
probe:19:16:47.43, resp:19:16:47.46, diff:+0.03
probe:19:16:52.43, resp:19:16:52.46, diff:+0.03
probe:19:16:57.43, resp:19:16:57.46, diff:+0.03
probe:19:17:02.43, resp:19:17:02.47, diff:+0.04
probe:19:17:07.43, resp:19:17:07.47, diff:+0.04
probe:19:17:12.44, resp:19:17:12.48, diff:+0.04
probe:19:17:17.44, resp:19:17:17.48, diff:+0.04
probe:19:17:22.44, resp:19:17:22.49, diff:+0.05
probe:19:17:27.44, resp:19:17:27.49, diff:+0.05
probe:19:17:32.44, resp:19:17:32.49, diff:+0.05
probe:19:17:37.44, resp:19:17:37.50, diff:+0.06
probe:19:17:42.44, resp:19:17:42.50, diff:+0.06
probe:19:17:47.44, resp:19:17:47.50, diff:+0.06
probe:19:17:52.44, resp:19:17:52.50, diff:+0.07
probe:19:17:57.44, resp:19:17:57.50, diff:+0.07
probe:19:18:02.44, resp:19:18:02.51, diff:+0.08
probe:19:18:07.44, resp:19:18:07.51, diff:+0.08
probe:19:18:12.44, resp:19:18:12.52, diff:+0.09
probe:19:18:17.44, resp:19:18:17.52, diff:+0.09
probe:19:18:22.44, resp:19:18:22.53, diff:+0.10
probe:19:18:27.44, resp:19:18:27.53, diff:+0.10
probe:19:18:32.44, resp:19:18:32.53, diff:+0.10
probe:19:18:37.44, resp:19:18:37.54, diff:+0.11
probe:19:18:42.44, resp:19:18:42.52, diff:+0.09
probe:19:18:47.44, resp:19:18:47.52, diff:+0.09
probe:19:18:52.44, resp:19:18:52.53, diff:+0.10
probe:19:18:57.44, resp:19:18:57.53, diff:+0.10
probe:19:19:02.44, resp:19:19:02.53, diff:+0.10
probe:19:19:07.44, resp:19:19:07.54, diff:+0.11
probe:19:19:12.44, resp:19:19:12.54, diff:+0.11
probe:19:19:17.44, resp:19:19:17.54, diff:+0.11
probe:19:19:22.44, resp:19:19:22.55, diff:+0.12
probe:19:19:27.44, resp:19:19:27.56, diff:+0.13
probe:19:19:32.44, resp:19:19:32.56, diff:+0.13
probe:19:19:37.44, resp:19:19:37.56, diff:+0.13
probe:19:19:42.44, resp:19:19:42.57, diff:+0.14
probe:19:19:47.44, resp:19:19:47.57, diff:+0.14
probe:19:19:52.44, resp:19:19:52.57, diff:+0.14
probe:19:19:57.44, resp:19:19:57.58, diff:+0.15
probe:19:20:02.44, resp:19:20:02.58, diff:+0.15
probe:19:20:07.45, resp:19:20:07.59, diff:+0.15
probe:19:20:12.45, resp:19:20:12.60, diff:+0.16
probe:19:20:17.45, resp:19:20:17.60, diff:+0.16
probe:19:20:22.45, resp:19:20:22.60, diff:+0.16
probe:19:20:27.45, resp:19:20:27.61, diff:+0.17
probe:19:20:32.45, resp:19:20:32.61, diff:+0.17
probe:19:20:37.45, resp:19:20:37.63, diff:+0.18
probe:19:20:42.45, resp:19:20:42.63, diff:+0.18
probe:19:20:47.45, resp:19:20:47.64, diff:+0.19
probe:19:20:52.45, resp:19:20:52.64, diff:+0.19
probe:19:20:57.45, resp:19:20:57.64, diff:+0.19
probe:19:21:02.45, resp:19:21:02.65, diff:+0.20
probe:19:21:07.45, resp:19:21:07.65, diff:+0.20
probe:19:21:12.45, resp:19:21:12.66, diff:+0.21
probe:19:21:17.45, resp:19:21:17.66, diff:+0.21
probe:19:21:22.45, resp:19:21:22.66, diff:+0.21
probe:19:21:27.45, resp:19:21:27.67, diff:+0.22
probe:19:21:32.45, resp:19:21:32.68, diff:+0.23
probe:19:21:37.45, resp:19:21:37.68, diff:+0.23
probe:19:21:42.45, resp:19:21:42.68, diff:+0.23
probe:19:21:47.45, resp:19:21:47.69, diff:+0.24
probe:19:21:52.45, resp:19:21:52.69, diff:+0.24
probe:19:21:57.45, resp:19:21:57.69, diff:+0.24
probe:19:22:02.45, resp:19:22:02.70, diff:+0.25
probe:19:22:07.45, resp:19:22:07.70, diff:+0.25
probe:19:22:12.46, resp:19:22:12.70, diff:+0.24
probe:19:22:17.46, resp:19:22:17.71, diff:+0.25
probe:19:22:22.46, resp:19:22:22.71, diff:+0.25
probe:19:22:27.46, resp:19:22:27.71, diff:+0.25
probe:19:22:32.46, resp:19:22:32.72, diff:+0.26
probe:19:22:37.46, resp:19:22:37.72, diff:+0.26
probe:19:22:42.46, resp:19:22:42.73, diff:+0.27
probe:19:22:47.46, resp:19:22:47.73, diff:+0.27
probe:19:22:52.46, resp:19:22:52.73, diff:+0.27
probe:19:22:57.46, resp:19:22:57.74, diff:+0.28
probe:19:23:02.46, resp:19:23:02.74, diff:+0.28
probe:19:23:07.46, resp:19:23:07.75, diff:+0.29
probe:19:23:12.46, resp:19:23:12.75, diff:+0.29
probe:19:23:17.46, resp:19:23:17.75, diff:+0.30
probe:19:23:22.46, resp:19:23:22.75, diff:+0.30
probe:19:23:27.46, resp:19:23:27.75, diff:+0.30
probe:19:23:32.46, resp:19:23:32.76, diff:+0.31
probe:19:23:37.46, resp:19:23:37.77, diff:+0.32
probe:19:23:42.46, resp:19:23:42.77, diff:+0.32
probe:19:23:47.46, resp:19:23:47.77, diff:+0.32
probe:19:23:52.46, resp:19:23:52.78, diff:+0.33
probe:19:23:57.46, resp:19:23:57.78, diff:+0.33
probe:19:24:02.46, resp:19:24:02.79, diff:+0.34
probe:19:24:07.46, resp:19:24:07.79, diff:+0.34
probe:19:24:12.46, resp:19:24:12.79, diff:+0.34
probe:19:24:17.46, resp:19:24:17.80, diff:+0.35
probe:19:24:22.46, resp:19:24:22.81, diff:+0.36
probe:19:24:27.46, resp:19:24:27.81, diff:+0.36
probe:19:24:32.46, resp:19:24:32.82, diff:+0.37
probe:19:24:37.46, resp:19:24:37.82, diff:+0.37
probe:19:24:42.46, resp:19:24:42.82, diff:+0.37
probe:19:24:47.47, resp:19:24:47.83, diff:+0.37
probe:19:24:52.47, resp:19:24:52.83, diff:+0.37
probe:19:24:57.47, resp:19:24:57.84, diff:+0.38
probe:19:25:02.47, resp:19:25:02.84, diff:+0.38
probe:19:25:07.47, resp:19:25:07.84, diff:+0.38
probe:19:25:12.47, resp:19:25:12.84, diff:+0.38
probe:19:25:17.47, resp:19:25:17.85, diff:+0.39
probe:19:25:22.47, resp:19:25:22.85, diff:+0.39
probe:19:25:27.47, resp:19:25:27.86, diff:+0.40
probe:19:25:32.47, resp:19:25:32.86, diff:+0.40
probe:19:25:37.47, resp:19:25:37.86, diff:+0.40
probe:19:25:42.47, resp:19:25:42.88, diff:+0.41
probe:19:25:47.47, resp:19:25:47.88, diff:+0.41
probe:19:25:52.47, resp:19:25:52.89, diff:+0.42
probe:19:25:57.47, resp:19:25:57.89, diff:+0.42
probe:19:26:02.47, resp:19:26:02.89, diff:+0.42
probe:19:26:07.47, resp:19:26:07.90, diff:+0.43
probe:19:26:12.47, resp:19:26:12.91, diff:+0.44
probe:19:26:17.47, resp:19:26:17.91, diff:+0.44
probe:19:26:22.47, resp:19:26:22.91, diff:+0.44
probe:19:26:27.47, resp:19:26:27.92, diff:+0.45
probe:19:26:32.47, resp:19:26:32.92, diff:+0.45
probe:19:26:37.47, resp:19:26:37.93, diff:+0.46
probe:19:26:42.47, resp:19:26:42.94, diff:+0.47
probe:19:26:47.47, resp:19:26:47.94, diff:+0.47
probe:19:26:52.47, resp:19:26:52.94, diff:+0.47
probe:19:26:57.47, resp:19:26:57.95, diff:+0.48
probe:19:27:02.48, resp:19:27:02.95, diff:+0.47
probe:19:27:07.48, resp:19:27:07.96, diff:+0.48
probe:19:27:12.48, resp:19:27:12.97, diff:+0.49
probe:19:27:17.48, resp:19:27:17.97, diff:+0.49
probe:19:27:22.48, resp:19:27:22.97, diff:+0.49
probe:19:27:27.48, resp:19:27:27.98, diff:+0.50
probe:19:27:32.48, resp:19:27:32.98, diff:+0.50
probe:19:27:37.48, resp:19:27:37.99, diff:+0.51
probe:19:27:42.48, resp:19:27:42.99, diff:+0.51
probe:19:27:47.48, resp:19:27:48.00, diff:+0.52
probe:19:27:52.48, resp:19:27:53.00, diff:+0.52
probe:19:27:57.48, resp:19:27:58.00, diff:+0.53
probe:19:28:02.48, resp:19:28:03.00, diff:+0.53
probe:19:28:07.48, resp:19:28:08.00, diff:+0.53
probe:19:28:12.48, resp:19:28:13.01, diff:+0.54
probe:19:28:17.48, resp:19:28:18.02, diff:+0.55
probe:19:28:22.48, resp:19:28:23.02, diff:+0.55
probe:19:28:27.48, resp:19:28:28.02, diff:+0.55
probe:19:28:32.48, resp:19:28:33.03, diff:+0.56
probe:19:28:37.48, resp:19:28:38.03, diff:+0.56
probe:19:28:42.48, resp:19:28:43.03, diff:+0.56
probe:19:28:47.48, resp:19:28:48.04, diff:+0.57
probe:19:28:52.48, resp:19:28:53.04, diff:+0.57
probe:19:28:57.48, resp:19:28:58.05, diff:+0.58
probe:19:29:02.48, resp:19:29:03.05, diff:+0.58
probe:19:29:07.48, resp:19:29:08.06, diff:+0.59
probe:19:29:12.48, resp:19:29:13.06, diff:+0.59
probe:19:29:17.48, resp:19:29:18.07, diff:+0.60
probe:19:29:22.48, resp:19:29:23.07, diff:+0.60
probe:19:29:27.49, resp:19:29:28.03, diff:+0.55
probe:19:29:32.49, resp:19:29:33.04, diff:+0.56
probe:19:29:37.49, resp:19:29:38.04, diff:+0.56
probe:19:29:42.49, resp:19:29:43.05, diff:+0.57
probe:19:29:47.49, resp:19:29:48.05, diff:+0.57
probe:19:29:52.49, resp:19:29:53.06, diff:+0.58
probe:19:29:57.49, resp:19:29:58.06, diff:+0.58
probe:19:30:02.49, resp:19:30:03.06, diff:+0.58
probe:19:30:07.49, resp:19:30:08.07, diff:+0.59
probe:19:30:12.49, resp:19:30:13.07, diff:+0.59
probe:19:30:17.49, resp:19:30:18.08, diff:+0.60
probe:19:30:22.49, resp:19:30:23.08, diff:+0.60
probe:19:30:27.49, resp:19:30:28.08, diff:+0.60
probe:19:30:32.49, resp:19:30:33.09, diff:+0.61
probe:19:30:37.49, resp:19:30:38.09, diff:+0.61
probe:19:30:42.49, resp:19:30:43.09, diff:+0.61
probe:19:30:47.49, resp:19:30:48.10, diff:+0.62
probe:19:30:52.49, resp:19:30:53.11, diff:+0.63
probe:19:30:57.49, resp:19:30:58.10, diff:+0.62
probe:19:31:02.49, resp:19:31:07.25, diff:+4.76
probe:19:31:07.49, resp:19:31:08.13, diff:+0.64
probe:19:31:12.49, resp:19:31:13.13, diff:+0.64
probe:19:31:17.49, resp:19:31:18.13, diff:+0.64
probe:19:31:22.49, resp:19:31:23.14, diff:+0.65
probe:19:31:27.49, resp:19:31:58.34, diff:+30.86
probe:19:31:32.49, resp:19:31:58.34, diff:+25.86
probe:19:31:37.49, resp:19:31:58.34, diff:+20.86
probe:19:31:42.49, resp:19:31:58.34, diff:+15.86
probe:19:31:47.49, resp:19:31:58.34, diff:+10.86
probe:19:31:52.49, resp:19:31:58.35, diff:+5.87
probe:19:31:57.49, resp:19:31:58.35, diff:+0.87
probe:19:32:02.49, resp:19:32:03.17, diff:+0.68
probe:19:32:07.49, resp:19:32:08.18, diff:+0.69
probe:19:32:12.50, resp:19:32:13.18, diff:+0.68
probe:19:32:17.50, resp:19:32:18.19, diff:+0.69
probe:19:32:22.50, resp:19:32:23.19, diff:+0.69
probe:19:32:27.50, resp:19:32:28.20, diff:+0.70
probe:19:32:32.50, resp:19:32:33.20, diff:+0.70
probe:19:32:37.50, resp:19:32:38.20, diff:+0.70
probe:19:32:42.50, resp:19:32:43.21, diff:+0.71
probe:19:32:47.50, resp:19:32:48.21, diff:+0.71
probe:19:32:52.50, resp:19:32:53.22, diff:+0.72
probe:19:32:57.50, resp:19:32:58.22, diff:+0.72
probe:19:33:02.50, resp:19:33:03.22, diff:+0.72
probe:19:33:07.50, resp:19:33:08.26, diff:+0.77
probe:19:33:12.50, resp:19:33:13.24, diff:+0.74
probe:19:33:17.50, resp:19:33:18.24, diff:+0.74
probe:19:33:22.50, resp:19:33:23.25, diff:+0.75
probe:19:33:27.50, resp:19:33:28.25, diff:+0.75
probe:19:33:32.50, resp:19:33:33.21, diff:+0.71
probe:19:33:37.50, resp:19:33:38.22, diff:+0.72
probe:19:33:42.50, resp:19:33:43.23, diff:+0.73
probe:19:33:47.50, resp:19:33:48.23, diff:+0.73
probe:19:33:52.50, resp:19:33:53.23, diff:+0.73
probe:19:33:57.50, resp:19:33:58.24, diff:+0.74
probe:19:34:02.50, resp:19:34:03.24, diff:+0.74
probe:19:34:07.50, resp:19:34:08.25, diff:+0.75
probe:19:34:12.50, resp:19:34:13.25, diff:+0.75
probe:19:34:17.50, resp:19:34:18.25, diff:+0.76
probe:19:34:22.50, resp:19:34:23.25, diff:+0.76
probe:19:34:27.50, resp:19:34:28.25, diff:+0.76
probe:19:34:32.50, resp:19:34:33.26, diff:+0.77
probe:19:34:37.50, resp:19:34:38.26, diff:+0.77
probe:19:34:42.50, resp:19:34:43.27, diff:+0.77
probe:19:34:47.50, resp:19:34:48.27, diff:+0.77
probe:19:34:52.50, resp:19:34:53.28, diff:+0.78
probe:19:34:57.50, resp:19:34:58.28, diff:+0.78
probe:19:35:02.50, resp:19:35:03.29, diff:+0.79
probe:19:35:07.50, resp:19:35:08.29, diff:+0.79
probe:19:35:12.50, resp:19:35:13.30, diff:+0.80
probe:19:35:17.50, resp:19:35:18.30, diff:+0.80
probe:19:35:22.50, resp:19:35:23.30, diff:+0.80
probe:19:35:27.50, resp:19:35:28.31, diff:+0.81
probe:19:35:32.50, resp:19:35:33.32, diff:+0.82
probe:19:35:37.50, resp:19:35:38.32, diff:+0.82
probe:19:35:42.50, resp:19:35:43.32, diff:+0.82
probe:19:35:47.50, resp:19:35:48.33, diff:+0.83
probe:19:35:52.50, resp:19:35:53.33, diff:+0.83
probe:19:35:57.50, resp:19:35:58.34, diff:+0.84
probe:19:36:02.50, resp:19:36:03.34, diff:+0.84
probe:19:36:07.50, resp:19:36:08.34, diff:+0.84
probe:19:36:12.50, resp:19:36:13.35, diff:+0.85
probe:19:36:17.50, resp:19:36:18.36, diff:+0.86
probe:19:36:22.50, resp:19:36:23.36, diff:+0.86
probe:19:36:27.50, resp:19:36:28.36, diff:+0.86
probe:19:36:32.50, resp:19:36:33.38, diff:+0.87
probe:19:36:37.50, resp:19:36:38.38, diff:+0.87
probe:19:36:42.50, resp:19:36:43.39, diff:+0.88
probe:19:36:47.50, resp:19:36:48.39, diff:+0.88
probe:19:36:52.50, resp:19:36:53.40, diff:+0.89
probe:19:36:57.50, resp:19:36:58.40, diff:+0.89
probe:19:37:02.50, resp:19:37:03.40, diff:+0.89
probe:19:37:07.50, resp:19:37:08.41, diff:+0.90
probe:19:37:12.50, resp:19:37:13.41, diff:+0.90
probe:19:37:17.50, resp:19:37:18.42, diff:+0.91
probe:19:37:22.50, resp:19:37:23.42, diff:+0.91
probe:19:37:27.50, resp:19:37:28.42, diff:+0.91
probe:19:37:32.50, resp:19:37:33.43, diff:+0.92
probe:19:37:37.51, resp:19:37:38.43, diff:+0.91
probe:19:37:42.51, resp:19:37:43.43, diff:+0.91
probe:19:37:47.51, resp:19:37:48.44, diff:+0.92
probe:19:37:52.51, resp:19:37:53.44, diff:+0.92
probe:19:37:57.51, resp:19:37:58.45, diff:+0.93
probe:19:38:02.51, resp:19:38:03.45, diff:+0.93
probe:19:38:07.51, resp:19:38:08.45, diff:+0.93
probe:19:38:12.51, resp:19:38:13.45, diff:+0.93
probe:19:38:17.51, resp:19:38:18.46, diff:+0.94
probe:19:38:22.51, resp:19:38:23.47, diff:+0.95
probe:19:38:27.51, resp:19:38:28.47, diff:+0.95
probe:19:38:32.51, resp:19:38:33.47, diff:+0.95
probe:19:38:37.51, resp:19:38:38.48, diff:+0.96
probe:19:38:42.51, resp:19:38:43.48, diff:+0.96
probe:19:38:47.51, resp:19:38:48.48, diff:+0.96
probe:19:38:52.51, resp:19:38:53.49, diff:+0.97
probe:19:38:57.51, resp:19:38:58.50, diff:+0.98
probe:19:39:02.51, resp:19:39:03.50, diff:+0.98
probe:19:39:07.51, resp:19:39:08.50, diff:+0.98
probe:19:39:12.51, resp:19:39:13.50, diff:+0.99
probe:19:39:17.51, resp:19:39:18.50, diff:+0.99
probe:19:39:22.51, resp:19:39:23.51, diff:+1.00
probe:19:39:27.51, resp:19:39:28.51, diff:+1.00
probe:19:39:32.51, resp:19:39:33.52, diff:+1.01
probe:19:39:37.51, resp:19:39:38.52, diff:+1.01
probe:19:39:42.51, resp:19:39:43.53, diff:+1.02
probe:19:39:47.51, resp:19:39:48.53, diff:+1.02
probe:19:39:52.51, resp:19:39:53.53, diff:+1.02
probe:19:39:57.51, resp:19:39:58.54, diff:+1.03
probe:19:40:02.51, resp:19:40:03.54, diff:+1.03
probe:19:40:07.51, resp:19:40:08.55, diff:+1.04
probe:19:40:12.51, resp:19:40:13.56, diff:+1.05
probe:19:40:17.51, resp:19:40:18.56, diff:+1.05
probe:19:40:22.51, resp:19:40:23.57, diff:+1.06
probe:19:40:27.51, resp:19:40:28.58, diff:+1.07
probe:19:40:32.52, resp:19:40:33.58, diff:+1.06
probe:19:40:37.52, resp:19:40:38.59, diff:+1.07
probe:19:40:42.52, resp:19:40:43.59, diff:+1.07
probe:19:40:47.52, resp:19:40:48.60, diff:+1.08
probe:19:40:52.52, resp:19:40:53.60, diff:+1.08
probe:19:40:57.52, resp:19:40:58.61, diff:+1.09
probe:19:41:02.52, resp:19:41:03.61, diff:+1.09
probe:19:41:07.52, resp:19:41:08.61, diff:+1.09
probe:19:41:12.52, resp:19:41:13.63, diff:+1.10
probe:19:41:17.52, resp:19:41:18.63, diff:+1.10
probe:19:41:22.52, resp:19:41:23.64, diff:+1.11
probe:19:41:27.52, resp:19:41:28.64, diff:+1.11
probe:19:41:32.52, resp:19:41:33.64, diff:+1.11
probe:19:41:37.52, resp:19:41:38.65, diff:+1.12
probe:19:41:42.52, resp:19:41:43.65, diff:+1.12
probe:19:41:47.52, resp:19:41:48.66, diff:+1.13
probe:19:41:52.52, resp:19:41:53.66, diff:+1.13
probe:19:41:57.52, resp:19:41:58.67, diff:+1.14
probe:19:42:02.52, resp:19:42:03.67, diff:+1.14
probe:19:42:07.52, resp:19:42:08.67, diff:+1.14
probe:19:42:12.52, resp:19:42:13.68, diff:+1.15
probe:19:42:17.54, resp:19:42:18.70, diff:+1.15
probe:19:42:22.54, resp:19:42:23.71, diff:+1.16
probe:19:42:27.54, resp:19:42:28.71, diff:+1.16
probe:19:42:32.54, resp:19:42:33.72, diff:+1.17
probe:19:42:37.54, resp:19:42:38.72, diff:+1.17
probe:19:42:42.54, resp:19:42:43.73, diff:+1.18
probe:19:42:47.54, resp:19:42:48.73, diff:+1.18
probe:19:42:52.54, resp:19:42:53.73, diff:+1.18
probe:19:42:57.54, resp:19:42:58.74, diff:+1.19
probe:19:43:02.54, resp:19:43:03.74, diff:+1.19
probe:19:43:07.54, resp:19:43:08.75, diff:+1.20
probe:19:43:12.55, resp:19:43:13.75, diff:+1.19
probe:19:43:17.55, resp:19:43:18.75, diff:+1.20
probe:19:43:22.55, resp:19:43:23.75, diff:+1.20
probe:19:43:27.55, resp:19:43:28.76, diff:+1.21
probe:19:43:32.55, resp:19:43:33.76, diff:+1.21
probe:19:43:37.55, resp:19:43:38.76, diff:+1.21
probe:19:43:42.55, resp:19:43:43.77, diff:+1.22
probe:19:43:47.55, resp:19:43:48.78, diff:+1.23
probe:19:43:52.55, resp:19:43:53.78, diff:+1.23
probe:19:43:57.55, resp:19:43:58.78, diff:+1.23
probe:19:44:02.55, resp:19:44:03.79, diff:+1.24
probe:19:44:07.55, resp:19:44:08.79, diff:+1.24
probe:19:44:12.55, resp:19:44:13.80, diff:+1.25
probe:19:44:17.55, resp:19:44:18.80, diff:+1.25
probe:19:44:22.55, resp:19:44:23.81, diff:+1.26
probe:19:44:27.55, resp:19:44:28.81, diff:+1.26
probe:19:44:32.55, resp:19:44:33.82, diff:+1.27
probe:19:44:37.55, resp:19:44:38.82, diff:+1.27
probe:19:44:42.55, resp:19:44:43.82, diff:+1.27
probe:19:44:47.55, resp:19:44:48.83, diff:+1.28
probe:19:44:52.55, resp:19:44:53.84, diff:+1.29
probe:19:44:57.55, resp:19:44:58.84, diff:+1.29
probe:19:45:02.55, resp:19:45:03.84, diff:+1.29
probe:19:45:07.55, resp:19:45:08.85, diff:+1.30
probe:19:45:12.55, resp:19:45:13.83, diff:+1.28
probe:19:45:17.55, resp:19:45:18.83, diff:+1.28
probe:19:45:22.55, resp:19:45:23.84, diff:+1.29
probe:19:45:27.55, resp:19:45:28.84, diff:+1.29
probe:19:45:32.55, resp:19:45:33.84, diff:+1.29
probe:19:45:37.55, resp:19:45:38.85, diff:+1.30
probe:19:45:42.55, resp:19:45:43.85, diff:+1.30
probe:19:45:47.55, resp:19:45:48.86, diff:+1.31
probe:19:45:52.55, resp:19:45:53.86, diff:+1.31
probe:19:45:57.55, resp:19:45:58.88, diff:+1.32
probe:19:46:02.56, resp:19:46:03.88, diff:+1.31
probe:19:46:07.56, resp:19:46:08.89, diff:+1.32
probe:19:46:12.56, resp:19:46:13.89, diff:+1.32
probe:19:46:17.56, resp:19:46:18.89, diff:+1.32
probe:19:46:22.56, resp:19:46:23.90, diff:+1.33
probe:19:46:27.56, resp:19:46:28.90, diff:+1.33
probe:19:46:32.56, resp:19:46:33.91, diff:+1.34
probe:19:46:37.56, resp:19:46:38.91, diff:+1.34
probe:19:46:42.56, resp:19:46:43.92, diff:+1.35
probe:19:46:47.56, resp:19:46:48.92, diff:+1.35
probe:19:46:52.56, resp:19:46:53.93, diff:+1.36
probe:19:46:57.56, resp:19:46:58.93, diff:+1.36
probe:19:47:02.56, resp:19:47:03.93, diff:+1.36
probe:19:47:07.56, resp:19:47:08.94, diff:+1.37
probe:19:47:12.56, resp:19:47:13.94, diff:+1.37
probe:19:47:17.56, resp:19:47:18.95, diff:+1.38
probe:19:47:22.56, resp:19:47:23.95, diff:+1.38
probe:19:47:27.56, resp:19:47:28.96, diff:+1.39
probe:19:47:32.56, resp:19:47:33.96, diff:+1.39
probe:19:47:37.56, resp:19:47:38.97, diff:+1.40
probe:19:47:42.57, resp:19:47:43.97, diff:+1.39
probe:19:47:47.57, resp:19:47:48.97, diff:+1.39
probe:19:47:52.57, resp:19:47:53.98, diff:+1.40
probe:19:47:57.57, resp:19:47:58.99, diff:+1.41
probe:19:48:02.57, resp:19:48:03.99, diff:+1.41
probe:19:48:07.57, resp:19:48:08.99, diff:+1.41
probe:19:48:12.57, resp:19:48:14.00, diff:+1.42
probe:19:48:17.58, resp:19:48:19.00, diff:+1.41
probe:19:48:22.58, resp:19:48:24.00, diff:+1.42
probe:19:48:27.58, resp:19:48:29.00, diff:+1.42
probe:19:48:32.58, resp:19:48:34.01, diff:+1.43
probe:19:48:37.58, resp:19:48:39.01, diff:+1.43
probe:19:48:42.58, resp:19:48:44.02, diff:+1.44
probe:19:48:47.58, resp:19:48:49.02, diff:+1.44
probe:19:48:52.59, resp:19:48:54.02, diff:+1.43
