probe:18:25:40.09, resp:18:25:40.19, diff:+0.09
probe:19:04:40.10, resp:19:04:40.72, diff:+0.61
probe:19:04:45.10, resp:19:04:45.72, diff:+0.61
probe:19:04:50.10, resp:19:04:50.72, diff:+0.61
probe:19:04:55.10, resp:19:04:55.72, diff:+0.61
probe:19:05:00.10, resp:19:05:00.71, diff:+0.60
probe:19:05:05.10, resp:19:05:05.71, diff:+0.60
probe:19:05:10.10, resp:19:05:10.71, diff:+0.60
probe:19:05:15.10, resp:19:05:15.67, diff:+0.56
probe:19:05:20.10, resp:19:05:20.65, diff:+0.54
probe:19:05:25.10, resp:19:05:25.65, diff:+0.54
probe:19:05:30.10, resp:19:05:30.64, diff:+0.53
probe:19:05:35.10, resp:19:05:35.64, diff:+0.53
probe:19:05:40.10, resp:19:05:40.64, diff:+0.53
probe:19:05:45.10, resp:19:05:45.64, diff:+0.53
probe:19:05:50.10, resp:19:05:50.64, diff:+0.53
probe:19:05:55.10, resp:19:05:55.64, diff:+0.53
probe:19:06:00.10, resp:19:06:00.63, diff:+0.52
probe:19:06:05.10, resp:19:06:05.63, diff:+0.52
probe:19:06:10.10, resp:19:06:10.63, diff:+0.52
probe:19:06:15.10, resp:19:06:15.63, diff:+0.52
probe:19:06:20.10, resp:19:06:20.63, diff:+0.52
probe:19:06:25.11, resp:19:06:25.64, diff:+0.52
probe:19:06:30.11, resp:19:06:30.64, diff:+0.52
probe:19:06:35.11, resp:19:06:35.63, diff:+0.51
probe:19:06:40.11, resp:19:06:40.63, diff:+0.51
probe:19:06:45.11, resp:19:06:45.63, diff:+0.51
probe:19:06:50.11, resp:19:06:50.63, diff:+0.51
probe:19:06:55.11, resp:19:06:55.63, diff:+0.51
probe:19:07:00.11, resp:19:07:00.63, diff:+0.51
probe:19:07:05.11, resp:19:07:05.63, diff:+0.51
probe:19:07:10.11, resp:19:07:10.63, diff:+0.51
probe:19:07:15.11, resp:19:07:15.63, diff:+0.51
probe:19:07:20.11, resp:19:07:20.61, diff:+0.50
probe:19:07:25.11, resp:19:07:25.58, diff:+0.47
probe:19:07:30.11, resp:19:07:30.58, diff:+0.47
probe:19:07:35.11, resp:19:07:35.57, diff:+0.46
probe:19:07:40.11, resp:19:07:40.58, diff:+0.47
probe:19:07:45.11, resp:19:07:45.58, diff:+0.47
probe:19:07:50.11, resp:19:07:50.57, diff:+0.46
probe:19:07:55.11, resp:19:07:55.57, diff:+0.46
probe:19:08:00.11, resp:19:08:00.57, diff:+0.46
probe:19:08:05.11, resp:19:08:05.57, diff:+0.46
probe:19:08:10.11, resp:19:08:10.57, diff:+0.46
probe:19:08:15.11, resp:19:08:15.57, diff:+0.46
probe:19:08:20.11, resp:19:08:20.56, diff:+0.45
probe:19:08:25.11, resp:19:08:25.56, diff:+0.45
probe:19:08:30.11, resp:19:08:30.56, diff:+0.45
probe:19:08:35.11, resp:19:08:35.56, diff:+0.45
probe:19:08:40.11, resp:19:08:40.56, diff:+0.45
probe:19:08:45.11, resp:19:08:45.56, diff:+0.45
probe:19:08:50.11, resp:19:08:50.56, diff:+0.45
probe:19:08:55.11, resp:19:08:55.55, diff:+0.44
probe:19:09:00.11, resp:19:09:00.52, diff:+0.41
probe:19:09:05.11, resp:19:09:05.52, diff:+0.41
probe:19:09:10.11, resp:19:09:10.51, diff:+0.40
probe:19:09:15.11, resp:19:09:15.52, diff:+0.41
probe:19:09:20.11, resp:19:09:20.51, diff:+0.40
probe:19:09:25.11, resp:19:09:25.51, diff:+0.40
probe:19:09:30.11, resp:19:09:30.51, diff:+0.40
probe:19:09:35.11, resp:19:09:35.51, diff:+0.40
probe:19:09:40.11, resp:19:09:40.51, diff:+0.40
probe:19:09:45.11, resp:19:09:45.51, diff:+0.40
probe:19:09:50.11, resp:19:09:50.51, diff:+0.40
probe:19:09:55.11, resp:19:09:55.50, diff:+0.39
probe:19:10:00.11, resp:19:10:00.50, diff:+0.39
probe:19:10:05.11, resp:19:10:05.50, diff:+0.39
probe:19:10:10.11, resp:19:10:10.50, diff:+0.39
probe:19:10:15.11, resp:19:10:15.50, diff:+0.39
probe:19:10:20.11, resp:19:10:20.47, diff:+0.35
probe:19:10:25.11, resp:19:10:25.47, diff:+0.35
probe:19:10:30.11, resp:19:10:30.47, diff:+0.35
probe:19:10:35.11, resp:19:10:35.47, diff:+0.35
probe:19:10:40.11, resp:19:10:40.47, diff:+0.35
probe:19:10:45.11, resp:19:10:45.46, diff:+0.34
probe:19:10:50.11, resp:19:10:50.46, diff:+0.34
probe:19:10:55.11, resp:19:10:55.46, diff:+0.34
probe:19:11:00.11, resp:19:11:00.46, diff:+0.34
probe:19:11:05.11, resp:19:11:05.46, diff:+0.34
probe:19:11:10.11, resp:19:11:10.46, diff:+0.34
probe:19:11:15.11, resp:19:11:15.46, diff:+0.34
probe:19:11:20.11, resp:19:11:20.46, diff:+0.34
probe:19:11:25.11, resp:19:11:25.45, diff:+0.33
probe:19:11:30.11, resp:19:11:30.45, diff:+0.33
probe:19:11:35.11, resp:19:11:35.45, diff:+0.33
probe:19:11:40.11, resp:19:11:40.45, diff:+0.33
probe:19:11:45.11, resp:19:11:45.45, diff:+0.33
probe:19:11:50.11, resp:19:11:50.45, diff:+0.33
probe:19:11:55.11, resp:19:11:55.45, diff:+0.33
probe:19:12:00.11, resp:19:12:00.44, diff:+0.32
probe:19:12:05.11, resp:19:12:05.44, diff:+0.32
probe:19:12:10.11, resp:19:12:10.44, diff:+0.32
probe:19:12:15.11, resp:19:12:15.44, diff:+0.32
probe:19:12:20.11, resp:19:12:20.44, diff:+0.32
probe:19:12:25.11, resp:19:12:25.44, diff:+0.32
probe:19:12:32.42, resp:19:12:30.43, diff:-1.99
probe:19:12:37.42, resp:19:12:35.40, diff:-2.02
probe:19:12:42.42, resp:19:12:40.40, diff:-2.02
probe:19:12:47.42, resp:19:12:45.40, diff:-2.02
probe:19:12:52.42, resp:19:12:50.40, diff:-2.02
probe:19:12:57.42, resp:19:12:55.40, diff:-2.02
probe:19:13:02.42, resp:19:13:00.39, diff:-2.03
probe:19:13:07.42, resp:19:13:05.39, diff:-2.03
probe:19:13:12.42, resp:19:13:10.39, diff:-2.03
probe:19:13:17.42, resp:19:13:15.39, diff:-2.03
probe:19:13:22.42, resp:19:13:20.39, diff:-2.03
probe:19:13:27.42, resp:19:13:25.39, diff:-2.03
probe:19:13:32.42, resp:19:13:30.39, diff:-2.03
probe:19:13:37.42, resp:19:13:35.38, diff:-2.04
probe:19:13:42.42, resp:19:13:40.38, diff:-2.04
probe:19:13:47.42, resp:19:13:45.38, diff:-2.04
probe:19:13:52.42, resp:19:13:50.38, diff:-2.04
probe:19:13:57.42, resp:19:13:55.38, diff:-2.04
probe:19:14:02.42, resp:19:14:00.38, diff:-2.04
probe:19:14:07.42, resp:19:14:05.38, diff:-2.04
probe:19:14:12.42, resp:19:14:10.38, diff:-2.04
probe:19:14:17.43, resp:19:14:15.38, diff:-2.05
probe:19:14:22.43, resp:19:14:20.36, diff:-2.06
probe:19:14:27.43, resp:19:14:25.36, diff:-2.06
probe:19:14:32.43, resp:19:14:30.36, diff:-2.06
probe:19:14:37.43, resp:19:14:35.36, diff:-2.06
probe:19:14:42.43, resp:19:14:40.36, diff:-2.06
probe:19:14:47.43, resp:19:14:45.36, diff:-2.06
probe:19:14:52.43, resp:19:14:50.35, diff:-2.07
probe:19:14:57.43, resp:19:14:55.35, diff:-2.07
probe:19:15:02.43, resp:19:15:00.35, diff:-2.07
probe:19:15:07.43, resp:19:15:05.35, diff:-2.07
probe:19:15:12.43, resp:19:15:10.35, diff:-2.07
probe:19:15:17.43, resp:19:15:15.35, diff:-2.07
probe:19:15:22.43, resp:19:15:20.34, diff:-2.08
probe:19:15:27.43, resp:19:15:25.34, diff:-2.08
probe:19:15:32.43, resp:19:15:30.34, diff:-2.08
probe:19:15:37.43, resp:19:15:35.34, diff:-2.08
probe:19:15:42.43, resp:19:15:40.34, diff:-2.08
probe:19:15:47.43, resp:19:15:45.34, diff:-2.08
probe:19:15:52.43, resp:19:15:50.34, diff:-2.08
probe:19:15:57.43, resp:19:15:55.33, diff:-2.09
probe:19:16:02.43, resp:19:16:00.33, diff:-2.09
probe:19:16:07.43, resp:19:16:05.33, diff:-2.09
probe:19:16:12.43, resp:19:16:10.33, diff:-2.09
probe:19:16:17.43, resp:19:16:15.33, diff:-2.09
probe:19:16:22.43, resp:19:16:20.33, diff:-2.09
probe:19:16:27.43, resp:19:16:25.33, diff:-2.09
probe:19:16:32.43, resp:19:16:30.33, diff:-2.09
probe:19:16:37.43, resp:19:16:35.33, diff:-2.09
probe:19:16:42.43, resp:19:16:40.32, diff:-2.10
probe:19:16:47.43, resp:19:16:45.32, diff:-2.10
probe:19:16:52.43, resp:19:16:50.32, diff:-2.10
probe:19:16:57.43, resp:19:16:55.32, diff:-2.10
probe:19:17:02.43, resp:19:17:00.32, diff:-2.10
probe:19:17:07.43, resp:19:17:05.32, diff:-2.10
probe:19:17:12.44, resp:19:17:10.32, diff:-2.11
probe:19:17:17.44, resp:19:17:15.31, diff:-2.12
probe:19:17:22.44, resp:19:17:20.31, diff:-2.12
probe:19:17:27.44, resp:19:17:25.31, diff:-2.12
probe:19:17:32.44, resp:19:17:30.31, diff:-2.12
probe:19:17:37.44, resp:19:17:35.27, diff:-2.16
probe:19:17:42.44, resp:19:17:40.27, diff:-2.16
probe:19:17:47.44, resp:19:17:45.27, diff:-2.16
probe:19:17:52.44, resp:19:17:50.27, diff:-2.16
probe:19:17:57.44, resp:19:17:55.27, diff:-2.16
probe:19:18:02.44, resp:19:18:00.27, diff:-2.16
probe:19:18:07.44, resp:19:18:05.27, diff:-2.16
probe:19:18:12.44, resp:19:18:10.27, diff:-2.16
probe:19:18:17.44, resp:19:18:15.26, diff:-2.17
probe:19:18:22.44, resp:19:18:20.26, diff:-2.17
probe:19:18:27.44, resp:19:18:25.26, diff:-2.17
probe:19:18:32.44, resp:19:18:30.26, diff:-2.17
probe:19:18:37.44, resp:19:18:35.26, diff:-2.17
probe:19:18:42.44, resp:19:18:40.26, diff:-2.17
probe:19:18:47.44, resp:19:18:45.25, diff:-2.18
probe:19:18:52.44, resp:19:18:50.25, diff:-2.18
probe:19:18:57.44, resp:19:18:55.25, diff:-2.18
probe:19:19:02.44, resp:19:19:00.25, diff:-2.18
probe:19:19:07.44, resp:19:19:05.25, diff:-2.18
probe:19:19:12.44, resp:19:19:10.25, diff:-2.18
probe:19:19:17.44, resp:19:19:15.25, diff:-2.18
probe:19:19:22.44, resp:19:19:20.25, diff:-2.18
probe:19:19:27.44, resp:19:19:25.25, diff:-2.18
probe:19:19:32.44, resp:19:19:30.25, diff:-2.19
probe:19:19:37.44, resp:19:19:35.25, diff:-2.19
probe:19:19:42.44, resp:19:19:40.25, diff:-2.19
probe:19:19:47.44, resp:19:19:45.25, diff:-2.19
probe:19:19:52.44, resp:19:19:50.25, diff:-2.19
probe:19:19:57.44, resp:19:19:55.25, diff:-2.19
probe:19:20:02.44, resp:19:20:00.24, diff:-2.20
probe:19:20:07.45, resp:19:20:05.24, diff:-2.21
probe:19:20:12.45, resp:19:20:10.24, diff:-2.21
probe:19:20:17.45, resp:19:20:15.24, diff:-2.21
probe:19:20:22.45, resp:19:20:20.24, diff:-2.21
probe:19:20:27.45, resp:19:20:25.24, diff:-2.21
probe:19:20:32.45, resp:19:20:30.24, diff:-2.21
probe:19:20:37.45, resp:19:20:35.23, diff:-2.22
probe:19:20:42.45, resp:19:20:40.23, diff:-2.22
probe:19:20:47.45, resp:19:20:45.23, diff:-2.22
probe:19:20:52.45, resp:19:20:50.23, diff:-2.22
probe:19:20:57.45, resp:19:20:55.23, diff:-2.22
probe:19:21:02.45, resp:19:21:00.23, diff:-2.22
probe:19:21:07.45, resp:19:21:05.23, diff:-2.22
probe:19:21:12.45, resp:19:21:10.23, diff:-2.22
probe:19:21:17.45, resp:19:21:15.23, diff:-2.22
probe:19:21:22.45, resp:19:21:20.22, diff:-2.23
probe:19:21:27.45, resp:19:21:25.22, diff:-2.23
probe:19:21:32.45, resp:19:21:30.22, diff:-2.23
probe:19:21:37.45, resp:19:21:35.22, diff:-2.23
probe:19:21:42.45, resp:19:21:40.22, diff:-2.23
probe:19:21:47.45, resp:19:21:45.22, diff:-2.23
probe:19:21:52.45, resp:19:21:50.21, diff:-2.24
probe:19:21:57.45, resp:19:21:55.21, diff:-2.24
probe:19:22:02.45, resp:19:22:00.21, diff:-2.24
probe:19:22:07.45, resp:19:22:05.21, diff:-2.24
probe:19:22:12.45, resp:19:22:10.21, diff:-2.24
probe:19:22:17.45, resp:19:22:15.21, diff:-2.24
probe:19:22:22.45, resp:19:22:20.21, diff:-2.24
probe:19:22:27.46, resp:19:22:25.21, diff:-2.25
probe:19:22:32.46, resp:19:22:30.20, diff:-2.26
probe:19:22:37.46, resp:19:22:35.17, diff:-2.29
probe:19:22:42.46, resp:19:22:40.17, diff:-2.29
probe:19:22:47.46, resp:19:22:45.17, diff:-2.29
probe:19:22:52.46, resp:19:22:50.16, diff:-2.30
probe:19:22:57.46, resp:19:22:55.16, diff:-2.30
probe:19:23:02.46, resp:19:23:00.16, diff:-2.30
probe:19:23:07.46, resp:19:23:05.16, diff:-2.30
probe:19:23:12.46, resp:19:23:10.16, diff:-2.30
probe:19:23:17.46, resp:19:23:15.16, diff:-2.30
probe:19:23:22.46, resp:19:23:20.16, diff:-2.30
probe:19:23:27.46, resp:19:23:25.15, diff:-2.31
probe:19:23:32.46, resp:19:23:30.15, diff:-2.31
probe:19:23:37.46, resp:19:23:35.15, diff:-2.31
probe:19:23:42.46, resp:19:23:40.15, diff:-2.31
probe:19:23:47.46, resp:19:23:45.15, diff:-2.31
probe:19:23:52.46, resp:19:23:50.15, diff:-2.31
probe:19:23:57.46, resp:19:23:55.15, diff:-2.31
probe:19:24:02.46, resp:19:24:00.14, diff:-2.32
probe:19:24:07.46, resp:19:24:05.14, diff:-2.32
probe:19:24:12.46, resp:19:24:10.14, diff:-2.32
probe:19:24:17.46, resp:19:24:15.14, diff:-2.32
probe:19:24:22.46, resp:19:24:20.14, diff:-2.32
probe:19:24:27.46, resp:19:24:25.14, diff:-2.32
probe:19:24:32.46, resp:19:24:30.14, diff:-2.32
probe:19:24:37.46, resp:19:24:35.14, diff:-2.32
probe:19:24:42.46, resp:19:24:40.14, diff:-2.32
probe:19:24:47.47, resp:19:24:45.13, diff:-2.34
probe:19:24:52.47, resp:19:24:50.13, diff:-2.34
probe:19:24:57.47, resp:19:24:55.13, diff:-2.34
probe:19:25:02.47, resp:19:25:00.13, diff:-2.34
probe:19:25:07.47, resp:19:25:05.13, diff:-2.34
probe:19:25:12.47, resp:19:25:10.13, diff:-2.34
probe:19:25:17.47, resp:19:25:15.13, diff:-2.34
probe:19:25:22.47, resp:19:25:20.13, diff:-2.34
probe:19:25:27.47, resp:19:25:25.11, diff:-2.35
probe:19:25:32.47, resp:19:25:30.11, diff:-2.35
probe:19:25:37.47, resp:19:25:35.11, diff:-2.35
probe:19:25:42.47, resp:19:25:40.11, diff:-2.35
probe:19:25:47.47, resp:19:25:45.11, diff:-2.35
probe:19:25:52.47, resp:19:25:50.11, diff:-2.35
probe:19:25:57.47, resp:19:25:55.11, diff:-2.35
probe:19:26:02.47, resp:19:26:00.10, diff:-2.36
probe:19:26:07.47, resp:19:26:05.10, diff:-2.36
probe:19:26:12.47, resp:19:26:10.10, diff:-2.36
probe:19:26:17.47, resp:19:26:15.10, diff:-2.36
probe:19:26:22.47, resp:19:26:20.10, diff:-2.36
probe:19:26:27.47, resp:19:26:25.10, diff:-2.36
probe:19:26:32.47, resp:19:26:30.10, diff:-2.36
probe:19:26:37.47, resp:19:26:35.10, diff:-2.36
probe:19:26:42.47, resp:19:26:40.10, diff:-2.36
probe:19:26:47.47, resp:19:26:45.09, diff:-2.37
probe:19:26:52.47, resp:19:26:50.06, diff:-2.40
probe:19:26:57.47, resp:19:26:55.06, diff:-2.40
probe:19:27:02.47, resp:19:27:00.06, diff:-2.40
probe:19:27:07.48, resp:19:27:05.05, diff:-2.42
probe:19:27:12.48, resp:19:27:10.06, diff:-2.41
probe:19:27:17.48, resp:19:27:15.05, diff:-2.42
probe:19:27:22.48, resp:19:27:20.05, diff:-2.42
probe:19:27:27.48, resp:19:27:25.05, diff:-2.42
probe:19:27:32.48, resp:19:27:30.05, diff:-2.42
probe:19:27:37.48, resp:19:27:35.01, diff:-2.46
probe:19:27:42.48, resp:19:27:40.01, diff:-2.46
probe:19:27:47.48, resp:19:27:45.00, diff:-2.48
probe:19:27:52.48, resp:19:27:49.99, diff:-2.49
probe:19:27:57.48, resp:19:27:54.99, diff:-2.49
probe:19:28:02.48, resp:19:27:59.99, diff:-2.49
probe:19:28:07.48, resp:19:28:04.99, diff:-2.49
probe:19:28:12.48, resp:19:28:09.99, diff:-2.49
probe:19:28:17.48, resp:19:28:14.99, diff:-2.49
probe:19:28:22.48, resp:19:28:19.99, diff:-2.49
probe:19:28:27.48, resp:19:28:24.99, diff:-2.49
probe:19:28:32.48, resp:19:28:29.99, diff:-2.49
probe:19:28:37.48, resp:19:28:34.98, diff:-2.50
probe:19:28:42.48, resp:19:28:39.98, diff:-2.50
probe:19:28:47.48, resp:19:28:44.98, diff:-2.50
probe:19:28:52.48, resp:19:28:49.98, diff:-2.50
probe:19:28:57.48, resp:19:28:54.98, diff:-2.50
probe:19:29:02.48, resp:19:28:59.98, diff:-2.50
probe:19:29:07.48, resp:19:29:04.97, diff:-2.51
probe:19:29:12.48, resp:19:29:09.97, diff:-2.51
probe:19:29:17.48, resp:19:29:14.97, diff:-2.51
probe:19:29:22.48, resp:19:29:19.97, diff:-2.51
probe:19:29:27.49, resp:19:29:24.97, diff:-2.52
probe:19:29:32.49, resp:19:29:29.97, diff:-2.52
probe:19:29:37.49, resp:19:29:34.97, diff:-2.52
probe:19:29:42.49, resp:19:29:39.96, diff:-2.53
probe:19:29:47.49, resp:19:29:44.96, diff:-2.53
probe:19:29:52.49, resp:19:29:49.96, diff:-2.53
probe:19:29:57.49, resp:19:29:54.96, diff:-2.53
probe:19:30:02.49, resp:19:29:59.96, diff:-2.53
probe:19:30:07.49, resp:19:30:04.96, diff:-2.53
probe:19:30:12.49, resp:19:30:09.95, diff:-2.54
probe:19:30:17.49, resp:19:30:14.95, diff:-2.54
probe:19:30:22.49, resp:19:30:19.95, diff:-2.54
probe:19:30:27.49, resp:19:30:24.95, diff:-2.54
probe:19:30:32.49, resp:19:30:29.95, diff:-2.54
probe:19:30:37.49, resp:19:30:34.95, diff:-2.54
probe:19:30:42.49, resp:19:30:39.95, diff:-2.54
probe:19:30:47.49, resp:19:30:44.95, diff:-2.54
probe:19:30:52.49, resp:19:30:49.95, diff:-2.54
probe:19:30:57.49, resp:19:30:54.94, diff:-2.55
probe:19:31:02.49, resp:19:30:59.94, diff:-2.55
probe:19:31:07.49, resp:19:31:04.94, diff:-2.55
probe:19:31:12.49, resp:19:31:09.94, diff:-2.55
probe:19:31:17.49, resp:19:31:14.94, diff:-2.55
probe:19:31:22.49, resp:19:31:19.90, diff:-2.59
probe:19:31:27.49, resp:19:31:24.90, diff:-2.59
probe:19:31:32.49, resp:19:31:29.90, diff:-2.59
probe:19:31:37.49, resp:19:31:34.90, diff:-2.59
probe:19:31:42.49, resp:19:31:39.89, diff:-2.60
probe:19:31:47.49, resp:19:31:44.89, diff:-2.60
probe:19:31:52.49, resp:19:31:49.89, diff:-2.60
probe:19:31:57.49, resp:19:31:54.89, diff:-2.60
probe:19:32:02.49, resp:19:31:59.89, diff:-2.60
probe:19:32:07.49, resp:19:32:04.89, diff:-2.60
probe:19:32:12.49, resp:19:32:09.88, diff:-2.61
probe:19:32:17.49, resp:19:32:14.88, diff:-2.61
probe:19:32:22.50, resp:19:32:19.88, diff:-2.62
probe:19:32:27.50, resp:19:32:24.88, diff:-2.62
probe:19:32:32.50, resp:19:32:29.88, diff:-2.62
probe:19:32:37.50, resp:19:32:34.84, diff:-2.65
probe:19:32:42.50, resp:19:32:39.83, diff:-2.66
probe:19:32:47.50, resp:19:32:44.83, diff:-2.66
probe:19:32:52.50, resp:19:32:49.83, diff:-2.66
probe:19:32:57.50, resp:19:32:54.83, diff:-2.66
probe:19:33:02.50, resp:19:32:59.83, diff:-2.66
probe:19:33:07.50, resp:19:33:04.83, diff:-2.66
probe:19:33:12.50, resp:19:33:09.83, diff:-2.66
probe:19:33:17.50, resp:19:33:14.82, diff:-2.67
probe:19:33:22.50, resp:19:33:19.82, diff:-2.67
probe:19:33:27.50, resp:19:33:24.82, diff:-2.67
probe:19:33:32.50, resp:19:33:29.82, diff:-2.67
probe:19:33:37.50, resp:19:33:34.82, diff:-2.67
probe:19:33:42.50, resp:19:33:39.82, diff:-2.67
probe:19:33:47.50, resp:19:33:44.81, diff:-2.68
probe:19:33:52.50, resp:19:33:49.81, diff:-2.68
probe:19:33:57.50, resp:19:33:54.81, diff:-2.68
probe:19:34:02.50, resp:19:33:59.80, diff:-2.69
probe:19:34:07.50, resp:19:34:04.80, diff:-2.69
probe:19:34:12.50, resp:19:34:09.75, diff:-2.74
probe:19:34:17.50, resp:19:34:14.73, diff:-2.77
probe:19:34:22.50, resp:19:34:19.73, diff:-2.77
probe:19:34:27.50, resp:19:34:24.73, diff:-2.77
probe:19:34:32.50, resp:19:34:29.73, diff:-2.77
probe:19:34:37.50, resp:19:34:34.73, diff:-2.77
probe:19:34:42.50, resp:19:34:39.69, diff:-2.81
probe:19:34:47.50, resp:19:34:44.69, diff:-2.81
probe:19:34:52.50, resp:19:34:49.69, diff:-2.81
probe:19:34:57.50, resp:19:34:54.69, diff:-2.82
probe:19:35:02.50, resp:19:34:59.69, diff:-2.82
probe:19:35:07.50, resp:19:35:04.68, diff:-2.83
probe:19:35:12.50, resp:19:35:09.68, diff:-2.83
probe:19:35:17.50, resp:19:35:14.68, diff:-2.83
probe:19:35:22.50, resp:19:35:19.68, diff:-2.83
probe:19:35:27.50, resp:19:35:24.68, diff:-2.83
probe:19:35:32.50, resp:19:35:29.68, diff:-2.83
probe:19:35:37.50, resp:19:35:34.67, diff:-2.84
probe:19:35:42.50, resp:19:35:39.67, diff:-2.84
probe:19:35:47.50, resp:19:35:44.67, diff:-2.84
probe:19:35:52.50, resp:19:35:49.67, diff:-2.84
probe:19:35:57.50, resp:19:35:54.67, diff:-2.84
probe:19:36:02.50, resp:19:35:59.67, diff:-2.84
probe:19:36:07.50, resp:19:36:04.67, diff:-2.84
probe:19:36:12.50, resp:19:36:09.63, diff:-2.88
probe:19:36:17.50, resp:19:36:14.63, diff:-2.88
probe:19:36:22.50, resp:19:36:19.63, diff:-2.88
probe:19:36:27.50, resp:19:36:24.63, diff:-2.88
probe:19:36:32.50, resp:19:36:29.63, diff:-2.88
probe:19:36:37.50, resp:19:36:34.61, diff:-2.89
probe:19:36:42.50, resp:19:36:39.61, diff:-2.89
probe:19:36:47.50, resp:19:36:44.61, diff:-2.89
probe:19:36:52.50, resp:19:36:49.61, diff:-2.89
probe:19:36:57.50, resp:19:36:54.61, diff:-2.89
probe:19:37:02.50, resp:19:36:59.61, diff:-2.89
probe:19:37:07.50, resp:19:37:04.61, diff:-2.89
probe:19:37:12.50, resp:19:37:09.60, diff:-2.90
probe:19:37:17.50, resp:19:37:14.60, diff:-2.90
probe:19:37:22.50, resp:19:37:19.60, diff:-2.90
probe:19:37:27.50, resp:19:37:24.60, diff:-2.90
probe:19:37:32.50, resp:19:37:29.60, diff:-2.90
probe:19:37:37.50, resp:19:37:34.57, diff:-2.93
probe:19:37:42.50, resp:19:37:39.56, diff:-2.94
probe:19:37:47.50, resp:19:37:44.56, diff:-2.94
probe:19:37:52.51, resp:19:37:49.56, diff:-2.95
probe:19:37:57.51, resp:19:37:54.56, diff:-2.95
probe:19:38:02.51, resp:19:37:59.56, diff:-2.95
probe:19:38:07.51, resp:19:38:04.56, diff:-2.95
probe:19:38:12.51, resp:19:38:09.55, diff:-2.96
probe:19:38:17.51, resp:19:38:14.55, diff:-2.96
probe:19:38:22.51, resp:19:38:19.55, diff:-2.96
probe:19:38:27.51, resp:19:38:24.55, diff:-2.96
probe:19:38:32.51, resp:19:38:29.55, diff:-2.96
probe:19:38:37.51, resp:19:38:34.55, diff:-2.96
probe:19:38:42.51, resp:19:38:39.54, diff:-2.97
probe:19:38:47.51, resp:19:38:44.54, diff:-2.97
probe:19:38:52.51, resp:19:38:49.54, diff:-2.97
probe:19:38:57.51, resp:19:38:54.54, diff:-2.97
probe:19:39:02.51, resp:19:38:59.54, diff:-2.97
probe:19:39:07.51, resp:19:39:04.54, diff:-2.97
probe:19:39:12.51, resp:19:39:09.54, diff:-2.97
probe:19:39:17.51, resp:19:39:14.53, diff:-2.98
probe:19:39:22.51, resp:19:39:19.53, diff:-2.98
probe:19:39:27.51, resp:19:39:24.53, diff:-2.98
probe:19:39:32.51, resp:19:39:29.53, diff:-2.98
probe:19:39:37.51, resp:19:39:34.53, diff:-2.98
probe:19:39:42.51, resp:19:39:39.53, diff:-2.98
probe:19:39:47.51, resp:19:39:44.53, diff:-2.98
probe:19:39:52.51, resp:19:39:49.52, diff:-2.99
probe:19:39:57.51, resp:19:39:54.52, diff:-2.99
probe:19:40:02.51, resp:19:39:59.49, diff:-3.03
probe:19:40:07.51, resp:19:40:04.49, diff:-3.03
probe:19:40:12.51, resp:19:40:09.49, diff:-3.03
probe:19:40:17.51, resp:19:40:14.48, diff:-3.04
probe:19:40:22.51, resp:19:40:19.48, diff:-3.04
probe:19:40:27.51, resp:19:40:24.48, diff:-3.04
probe:19:40:32.51, resp:19:40:29.48, diff:-3.04
probe:19:40:37.51, resp:19:40:34.48, diff:-3.04
probe:19:40:42.51, resp:19:40:39.48, diff:-3.04
probe:19:40:47.52, resp:19:40:44.47, diff:-3.06
probe:19:40:52.52, resp:19:40:49.47, diff:-3.06
probe:19:40:57.52, resp:19:40:54.47, diff:-3.06
probe:19:41:02.52, resp:19:40:59.47, diff:-3.06
probe:19:41:07.52, resp:19:41:04.47, diff:-3.06
probe:19:41:12.52, resp:19:41:09.47, diff:-3.06
probe:19:41:17.52, resp:19:41:14.47, diff:-3.06
probe:19:41:22.52, resp:19:41:19.47, diff:-3.06
probe:19:41:27.52, resp:19:41:24.47, diff:-3.06
probe:19:41:32.52, resp:19:41:29.46, diff:-3.07
probe:19:41:37.52, resp:19:41:34.46, diff:-3.07
probe:19:41:42.52, resp:19:41:39.46, diff:-3.07
probe:19:41:47.52, resp:19:41:44.46, diff:-3.07
probe:19:41:52.52, resp:19:41:49.46, diff:-3.07
probe:19:41:57.52, resp:19:41:54.46, diff:-3.07
probe:19:42:02.52, resp:19:41:59.46, diff:-3.07
probe:19:42:07.52, resp:19:42:04.45, diff:-3.08
probe:19:42:12.52, resp:19:42:09.45, diff:-3.08
probe:19:42:17.54, resp:19:42:14.47, diff:-3.08
probe:19:42:22.54, resp:19:42:19.47, diff:-3.08
probe:19:42:27.54, resp:19:42:24.47, diff:-3.08
probe:19:42:32.54, resp:19:42:29.44, diff:-3.11
probe:19:42:37.54, resp:19:42:34.43, diff:-3.12
probe:19:42:42.54, resp:19:42:39.43, diff:-3.12
probe:19:42:47.54, resp:19:42:44.43, diff:-3.12
probe:19:42:52.54, resp:19:42:49.42, diff:-3.13
probe:19:42:57.54, resp:19:42:54.42, diff:-3.13
probe:19:43:02.54, resp:19:42:59.42, diff:-3.13
probe:19:43:07.54, resp:19:43:04.42, diff:-3.13
probe:19:43:12.54, resp:19:43:09.42, diff:-3.13
probe:19:43:17.54, resp:19:43:14.42, diff:-3.13
probe:19:43:22.54, resp:19:43:19.42, diff:-3.13
